2021-01-07 12:39:47,b'House Available for Lease at Poonangipuram-Nungambakkam. More details @atzone.in #1BHK #House #Lease #Rent #tenant #HouseHunters #househunting #nungambakkam #chennairains  https://t.co/sLmQxcqIt1'
2021-01-07 12:29:22,b'RT @Chennai_Rains: Pongal is just a week away and its better to harvest the crops as soon as possible if its ready already because unusual\xe2\x80\xa6'
2021-01-07 12:04:28,"b'RT @Indian_Rainman: After a break in rainfall from now until saturday for #Tamilnadu , #Chennai \n#easterlies to affect the coast by Sat nig\xe2\x80\xa6'"
2021-01-07 12:03:50,"b'After a break in rainfall from now until saturday for #Tamilnadu , #Chennai \n#easterlies to affect the coast by Sat night. This time heavy rains for central ,south coastal and delta districts! Farmers pleasd plan crop harvesting as hvy rains on sun/ mon for delta!\n#Chennairains https://t.co/4lHiUOsk2r'"
2021-01-07 11:36:02,b'RT @PG1TzLrIXAWEtjo: #GodMorningTuesday \nMust watch sadhana TV channel 07:30 pm\n@SaintRampalJiM \n#chennairains https://t.co/HVyeqOP1vL'
2021-01-07 10:34:39,b'RT @albyjohnV: Water Hyacinths being cleared at Velachery Lake.\nWork is happening for the last 1 month. Hope to complete in another 15 days\xe2\x80\xa6'
2021-01-07 10:27:22,b'RT @JadhaoRishabh: When I am childhood this game make my day \xf0\x9f\xa5\xb0\nI really miss Mario \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\n\nKya tum ne bhi khela he \n\xe2\x9d\xa4\xef\xb8\x8f\n\n#TheBachelor #CentralVi\xe2\x80\xa6'
2021-01-07 10:23:42,b'RT @Chennai_Rains: Pongal is just a week away and its better to harvest the crops as soon as possible if its ready already because unusual\xe2\x80\xa6'
2021-01-07 09:51:35,b'Moderate to light rains are expected over most parts of #TamilNadu during the next 48 hours. \n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:51:19,"b'Nagapattinam, Palayankottai, Tuticorin, Tondi, Ramanathapuram and Rameshwaram, are likely to witness incessant rains, more intense on 10th January. \n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'"
2021-01-07 09:51:04,b'Southern parts of #TamilNadu will be smashed with heavy rainfall between 09th and 11th January.\n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:50:39,b'All is not over yet and conditions are favourable for another heavy spell in the 2nd week of January over #TamilNadu.\n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:50:23,b'#TamilNadu has been rain surplus in the first week of January by 800% measuring about 30mm of rainfall against a normal of 4mm.\n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:50:05,"b'The port city of Ennore registered 58mm and Coimbatore, Madurai, Parangipettai recorded 113mm, 62mm and 67mm respectively. \n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'"
2021-01-07 09:49:49,b'#Chennai has rained 5 days in a row having an ultimate downpour on 05th Jan with a torrent spell of 126.2mm in 24hrs. Heavy rains have lashed the suburbs and interior #TamilNadu during the last 24 hours. \n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:49:42,b'RT @SkymetWeather: The mammoth total in the first week of January for #Chennai rains itself has reached 228.4mm against an all-time record\xe2\x80\xa6'
2021-01-07 09:49:01,b'#Chennai needs just another 16mm of rain in Jan to surpass that invincible record for so long. Conditions look promising to achieve the feat anytime soon and set a new milestone for Chennai.\n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:49:01,b'@ChennaiRains Seems like waterworks movie climaxes'
2021-01-07 09:48:19,b'The mammoth total in the first week of January for #Chennai rains itself has reached 228.4mm against an all-time record high of 244.1mm set over a century ago in 1915. \n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:47:54,b'Airport observatory of #Chennai recorded another 47.4mm of rainfall and inches closer to the all-time record of January 1915. \n\n#TamilNaduRains #chennairains #weatherforecast\n\nhttps://t.co/atsDRRPCI9'
2021-01-07 09:12:17,b'@bharanivt @ChennaiRains @contentbirder @amabirdman @IndiAves @sagarika2308 @BirdWatchingMy Many cranes have been visiting the empty ground behind our house in Kovilambakkam since November :-)'
2021-01-07 08:38:52,b'RT @Chennai_Rains: Pongal is just a week away and its better to harvest the crops as soon as possible if its ready already because unusual\xe2\x80\xa6'
2021-01-07 08:36:07,b'RT @bharanivt: Heavy rain and water logging made these pond herons visit our backyard today morning to have the breakfast..@contentbirder @\xe2\x80\xa6'
2021-01-07 08:30:37,b'RT @lameyhere: Japa Visuals Out Now! \nKindly Retweet if this Gets to your timeline! \n\nDownload Audio - https://t.co/RfOuqz7qx9\n\n#lockdown #\xe2\x80\xa6'
2021-01-07 08:28:12,b'RT @Chennai_Rains: Pongal is just a week away and its better to harvest the crops as soon as possible if its ready already because unusual\xe2\x80\xa6'
2021-01-07 08:18:32,b'RT @ChennaiRains: The radar image looks like peak #NortheastMonsoon during November than a week into New Year. #Rains over many parts of #T\xe2\x80\xa6'
2021-01-07 08:14:57,"b'Pongal is just a week away and its better to harvest the crops as soon as possible if its ready already because unusual heavy rains forecasted by 10th,11nth to Delta &amp; many places in coastal TN.\nTamilnadu already super excess so far this January #Chennairains #Tamilnadurains https://t.co/B9sSZeTC9K'"
2021-01-07 08:03:28,b'RT @bharanivt: Heavy rain and water logging made these pond herons visit our backyard today morning to have the breakfast..@contentbirder @\xe2\x80\xa6'
2021-01-07 08:02:55,"b'RT @ChennaiRains: #Breaking #Coimbatore Airport records 113 mm up to 5:30 AM today morning, nearly twice of highest ever monthly accumulate\xe2\x80\xa6'"
2021-01-07 07:34:09,b'@bharanivt @contentbirder @amabirdman @IndiAves @sagarika2308 @BirdWatchingMy @ChennaiRains Which area?'
2021-01-07 07:23:00,b'RT @bharanivt: Heavy rain and water logging made these pond herons visit our backyard today morning to have the breakfast..@contentbirder @\xe2\x80\xa6'
2021-01-07 07:12:48,b'RT @jhrishi2: Last 24 hrs rainfall in &amp; around #Chennai.\n\nRecord breaking #January for #Chennai &amp; #TamilNadu continues. Delta and west inte\xe2\x80\xa6'
2021-01-07 07:10:39,b'Last 24 hrs rainfall in &amp; around #Chennai.\n\nRecord breaking #January for #Chennai &amp; #TamilNadu continues. Delta and west interior TN has also seen record breaking rains past 24 hrs. More rains ahead in the next couple of days.\n\n#ChennaiRains https://t.co/lSo0NSVYxv'
2021-01-07 06:58:50,b'@ChennaiRains Very Heavy rainfall lash west coast of karnataka at time 12 midnight. https://t.co/8aqUPuX6sV'
2021-01-07 06:42:51,"b'RT @iamvijayakumar: Amaravathi, Papanasam(Tamirabarani), Krishnagiri (ThenPennar) dams are filled, their shutters are opened. Manimuthar, P\xe2\x80\xa6'"
2021-01-07 06:40:39,b'Heavy rain and water logging made these pond herons visit our backyard today morning to have the breakfast..@contentbirder @amabirdman @IndiAves @sagarika2308 @BirdWatchingMy @ChennaiRains #birdwatching https://t.co/mP0NQUknVU'
2021-01-07 06:37:02,"b'#Tamilnadu Top 5 Stations 06012021\n\n1. Me Mathur, Natham AWS - 21Cms\n2. Rishivandiyam, Thiyagadurgam - 19Cms\n3. Vepur - 18Cms\n4. Pelandurai, Vurugavoor, Kalyanallur - 16Cms\n5. Kallakurichi, Sankarapuram -15Cms\n\n#MassiveRains #ChennaiRains\n\n@ChennaiRains @RainStorm_TN'"
2021-01-07 06:10:28,b'RT @PantryCar: It\xe2\x80\x99s a Rainy Day again! \n\nLunch Menu:\n\nBengaluru hotel style Veg Pulao\nMushroom Fry\nOnion Raitha \n\n#VegPulao #Pulao #foodie\xe2\x80\xa6'
2021-01-07 06:02:43,b'@NiranjaniSuryan @ChennaiRains @CoimbatoreCorp If most of the roads are flooded will he drive or just sit inside the car itself.. Koduma da saami.'
2021-01-07 05:54:06,"b'Amaravathi, Papanasam(Tamirabarani), Krishnagiri (ThenPennar) dams are filled, their shutters are opened. Manimuthar, Pechiparai are getting filled. New Theyvoykandigai lake crossing 400mcft(82.4% filled). Poondi, Puzhal Chemba are all opened shutters #JanuraryRain #chennairains https://t.co/La0uRXOada'"
2021-01-07 05:42:26,b'RT @poongs_j: Nonstop rain from yesterday..\xf0\x9f\x98\x91 I love the climate but still.. #ChennaiRains'
2021-01-07 05:37:17,b'RT @NewIndianXpress: @Jawahar_TNIE @xpresstn @kv_navya Nightmare after #chennairains? Heaps of garbage can be seen piled up on the shores o\xe2\x80\xa6'
2021-01-07 05:37:14,b'RT @TNW_2020: Heavy Rain lashing North Interior TN and Delta Districts \nCurrently Western part of  #Cuddalore #Villupuram and \n#Kallakurich\xe2\x80\xa6'
2021-01-07 05:33:37,"b'RT @ChennaiRains: #Breaking #Coimbatore Airport records 113 mm up to 5:30 AM today morning, nearly twice of highest ever monthly accumulate\xe2\x80\xa6'"
2021-01-07 05:18:12,b'RT @JATINSKYMET: This is the 15 day forecast. Heavy rain is coming to Tamil Nadu coast and Chennai on 9th and 10th of January.  #Chennaiwea\xe2\x80\xa6'
2021-01-07 05:09:35,b'Fishes in playground. #chennairains https://t.co/WpgAx0MKGw'
2021-01-07 05:07:09,b'Pied Kingfisher Hovering!!  #chennairains https://t.co/umaDrv6IJY'
2021-01-07 04:56:47,b'RT @Chennai_nem: 7.25 AM. #Chennai to see few spells of rains  today also..#chennairains #Chennaiweather'
2021-01-07 04:56:46,b'RT @TNW_2020: Due To Moist Easterlies Penetration \nRain possible over Many Places Over Interior Districts of TN   in Next 24 Hours \xe2\x98\x94Coastal\xe2\x80\xa6'
2021-01-07 04:54:27,"b""RT @DattaArkaprava: TPC2020 Day1 SS3\nThe Palar Challenge is INDIA'S oldest offroad competition since 2006.\n#terratechindia \n#terratigers \n#\xe2\x80\xa6"""
2021-01-07 04:53:11,b'Massive Rainfall Numbers from #Cuddalore District \xf0\x9f\x8c\xa7\xef\xb8\x8f in mm\nMe. Mathur 206\nVeppur 180\nKattumayilur 172\nPolandurai 158.4 \n#ChennaiRains #TNRains \n#Easterlywave #WinterRains'
2021-01-07 04:52:10,b'RT @JATINSKYMET: This is the 15 day forecast. Heavy rain is coming to Tamil Nadu coast and Chennai on 9th and 10th of January.  #Chennaiwea\xe2\x80\xa6'
2021-01-07 04:52:04,b'RT @TNW_2020: Heavy Rain lashing North Interior TN and Delta Districts \nCurrently Western part of  #Cuddalore #Villupuram and \n#Kallakurich\xe2\x80\xa6'
2021-01-07 04:49:59,b'This is the 15 day forecast. Heavy rain is coming to Tamil Nadu coast and Chennai on 9th and 10th of January.  #Chennaiweather #chennairains @SkymetWeather @Mpalawat https://t.co/5MT5Natu1X'
2021-01-07 04:48:09,"b""TPC2020 Day1 SS3\nThe Palar Challenge is INDIA'S oldest offroad competition since 2006.\n#terratechindia \n#terratigers \n#thepalarchallenge \n\n@Orkodeep \n@bsdhanoa \n@KUNALBI25146617 \n@singhshwetabh71 \n@rathorekaran17 \n@offroad_soul \n@ChennaiRains https://t.co/czkSYZsXQP"""
2021-01-07 04:42:19,b'RT @rajbhagatt: Tamil Nadu Rainfall Map\n\nMassive amount of rainfall in Chennai. As much as 16 cms were recorded\n#chennairains https://t.co/\xe2\x80\xa6'
2021-01-07 04:32:07,b'Today Also Intense LWD Thunderstorms Possible Over West TN including #Coimbatore \xe2\x9b\x88\xef\xb8\x8f\n#ChennaiRains #TNRains \n#CoimbatoreRains #Easterlies'
2021-01-07 04:30:58,b'RT @TNW_2020: Due To Moist Easterlies Penetration \nRain possible over Many Places Over Interior Districts of TN   in Next 24 Hours \xe2\x98\x94Coastal\xe2\x80\xa6'
2021-01-07 04:30:03,b'Due To Moist Easterlies Penetration \nRain possible over Many Places Over Interior Districts of TN   in Next 24 Hours \xe2\x98\x94Coastal Districts of TamilNadu Including #Chennai and Puduchery Will Experience Scattered Rain \xe2\x98\x94\n#chennairains #TNRains \n#Easterlies https://t.co/UAm0zWa4lc'
2021-01-07 04:28:49,"b""There was a time where January rains were impossible. Now it's happening for two years (as far as my knowledge is concerned). \nI think we have to gear up for 'new changes ' as well.\n.\n.\n.\n#chennairains #chennai #januaryrain #2021NewYear"""
2021-01-07 04:28:15,b'@ChennaiRains @AbdussamadAsad @KeaWeather @praddy06 @shubhamtorres09 @Selwyyyyn my bathroom recorded 100cm !!!!'
2021-01-07 04:19:50,b'@Adityagopalan3 @ChennaiRains @chennaiweather Triplicane'
